message_ID	human_readable_creation_date	creation_date	text	user_ID	user_creation_date	user_name	user_screen_name
1171908767190937600	2019-09-11 22:09:57	1568239797.0	"どこかで見かけた、どこにもない場所。絵本のような可愛い世界で紡がれる、スマホ向けドラマチックアクションRPG『Ash Tale -風の大陸-』
https://t.co/2AaNeNaB0V #アッシュテイル https://t.co/pInQzBWjBL"	178775000	1281892832.0	やす！	ya_mei777
1171908769413922816	2019-09-11 22:09:58	1568239798.0	@touch_dic @SmugAlabyctor @AEGRO @Smug_Legend https://t.co/SvdV3mrM66	2905734500	1416546381.0	MAXIMUM HELMET	HaphazardHelmet
1171908772769357824	2019-09-11 22:09:59	1568239799.0	LEGEND https://t.co/8mtlASsJ00	968973083481698304	1519856160.0	jared gonzales	Oofjared
1171908775730700289	2019-09-11 22:09:59	1568239799.0	"RT @MTVNEWS: The world lost a legend today. Singer/songwriter Daniel Johnston is dead at the age of 58. 

In 1994, @PearlJam's Eddie Vedder…"	1009250655633072129	1529459082.0	Slime	abdelwaheed0
1171908772748517377	2019-09-11 22:09:59	1568239799.0	"RT @threadreaderapp: @Idrisoriyomi85 Hello, please find the unroll here: Thread by @segalink: ""You know your country is ruined when the wif…"	1122903607198867459	1556556057.0	Akindipe Timilehin Tooni	tim_legend_
1171908779811778561	2019-09-11 22:10:00	1568239800.0	RT @edsbs: RIP to a twitter legend https://t.co/w90pHruuKG	764545050	1345241693.0	Everett	everetteads1
1171908776913506304	2019-09-11 22:10:00	1568239800.0	RT @RealLifeKaz: Kobe throwing 5th grade girls under the bus to the media. Legend. https://t.co/66meNkvQTF	1319371500	1364777505.0	Austin Carter	Auggy_3
1171908777018306565	2019-09-11 22:10:00	1568239800.0	@waakye_legend Hot Hot 🔥 🔥	1081106194503213056	1546590777.0	Ghuy	Ghuy102
1171908780814036993	2019-09-11 22:10:01	1568239801.0	"RT @MTVNEWS: The world lost a legend today. Singer/songwriter Daniel Johnston is dead at the age of 58. 

In 1994, @PearlJam's Eddie Vedder…"	22515143	1236018327.0	"Todd ""DG"" Davis"	muzikscribe
1171908783318155267	2019-09-11 22:10:01	1568239801.0	RT @kexp: Have you been blasting @LeftAtLondon's 'Transgender Street Legend, Vol. 1' or @altingunband's 'Gece' all summer? Or maybe you've…	819195242872262657	1484146340.0	Altın Gün	altingunband
1171908782491865094	2019-09-11 22:10:01	1568239801.0	"A story about overcoming the odds.
Once you start reading about Hank Luisetti, you will have no choice but to love… https://t.co/0ZqlpDrHYm"	1055833706378788864	1540565346.0	Mike DeLucia	mdeluciabooks
1171908786539380738	2019-09-11 22:10:02	1568239802.0	RT @RealLifeKaz: Kobe throwing 5th grade girls under the bus to the media. Legend. https://t.co/66meNkvQTF	2174880643	1383604779.0	Josh	CaptainKhakis
1171908789584519168	2019-09-11 22:10:03	1568239803.0	RT @theironfight: #BestOfTwitter2018UK 3 legend @NikoOmilana 🤣 https://t.co/IIQ0gRCvDM	414125995	1321464162.0	🌻 roo	Anfield_Dusk
1171908792960860160	2019-09-11 22:10:03	1568239803.0	RT @dha_yur: Don’t cum inside a woman if you are not ready to be a father. Y’all be having unprotected sex and then be surprised when she t…	1920244146	1380551722.0	Success Ndubuisi	Success_Legend
1171908789869699072	2019-09-11 22:10:03	1568239803.0	@Schwoombis @Smug_Legend @AnimeFanJoe @autopilotgod I think that this art is weird. Just because it isn't real doesn't make it not weird.	1097994034155581441	1550617152.0	Lil' Tater	LilTater9
